Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
820;CA-2011-140858;28/06/2011;02/07/2011;"Standard Class";CA-12775;"Cynthia Arntzen";Consumer;"United States";Philadelphia;Pennsylvania;19140;East;FUR-CH-10001394;Furniture;Chairs;"Global Leather Executive Chair";1228.465;5;0.3;0
822;CA-2011-140858;28/06/2011;02/07/2011;"Standard Class";CA-12775;"Cynthia Arntzen";Consumer;"United States";Philadelphia;Pennsylvania;19140;East;OFF-PA-10003395;"Office Supplies";Paper;"Xerox 1941";335.52;4;0.3;117.432
823;CA-2014-101434;21/06/2014;28/06/2014;"Standard Class";TR-21325;"Toby Ritter";Consumer;"United States";Belleville;"New Jersey";7109;East;TEC-AC-10002402;Technology;Accessories;"Razer Kraken PRO Over Ear PC and Music Headset";239.97;3;0;71.991
830;CA-2014-129462;17/06/2014;22/06/2014;"Standard Class";JE-15745;"Joel Eaton";Consumer;"United States";Florence;Kentucky;41042;South;FUR-CH-10000665;Furniture;Chairs;"Global Airflow Leather Mesh Back Chair, Black";301.96;2;0;90.588
836;CA-2013-165316;24/07/2013;28/07/2013;"Standard Class";JB-15400;"Jennifer Braxton";Corporate;"United States";Tampa;Florida;33614;South;TEC-MA-10004002;Technology;Machines;"Zebra GX420t Direct Thermal/Thermal Transfer Printer";265.475;1;0.5;-111.4995
848;CA-2012-114300;13/10/2012;17/10/2012;"Standard Class";AF-10885;"Art Foster";Consumer;"United States";Louisville;Kentucky;40214;South;FUR-CH-10001891;Furniture;Chairs;"Global Deluxe Office Fabric Chairs";287.94;3;0;77.7438
855;CA-2013-123274;19/02/2013;24/02/2013;"Standard Class";GT-14710;"Greg Tran";Consumer;"United States";"New York City";"New York";10035;East;OFF-ST-10000736;"Office Supplies";Storage;"Carina Double Wide Media Storage Towers in Natural & Black";242.94;3;0.3;9.7176
870;CA-2013-158099;04/09/2013;06/09/2013;"First Class";PK-18910;"Paul Knutson";"Home Office";"United States";Philadelphia;Pennsylvania;19143;East;OFF-BI-10000545;"Office Supplies";Binders;"GBC Ibimaster 500 Manual ProClick Binding System";1141.47;5;0.3;-760.98
871;CA-2013-158099;04/09/2013;06/09/2013;"First Class";PK-18910;"Paul Knutson";"Home Office";"United States";Philadelphia;Pennsylvania;19143;East;TEC-PH-10002496;Technology;Phones;"Cisco SPA301";280.782;3;0.4;-46.797
876;CA-2013-116736;17/01/2013;21/01/2013;"Standard Class";CC-12430;"Chuck Clark";"Home Office";"United States";Concord;"New Hampshire";3301;East;FUR-FU-10004017;Furniture;Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49"""";322.59;3;0;64.518
878;CA-2013-116736;17/01/2013;21/01/2013;"Standard Class";CC-12430;"Chuck Clark";"Home Office";"United States";Concord;"New Hampshire";3301;East;TEC-AC-10002049;Technology;Accessories;"Logitech G19 Programmable Gaming Keyboard";371.97;3;0;66.9546
881;CA-2014-111689;01/12/2014;03/12/2014;"Second Class";HP-14815;"Harold Pawlan";"Home Office";"United States";"New York City";"New York";10024;East;FUR-CH-10004287;Furniture;Chairs;"SAFCO Arco Folding Chair";1242.9;5;0.1;262.39
894;CA-2014-133256;27/06/2014;28/06/2014;"First Class";TH-21550;"Tracy Hopkins";"Home Office";"United States";Detroit;Michigan;48227;Central;TEC-PH-10002660;Technology;Phones;"Nortel Networks T7316 E Nt8 B27";543.92;8;0;135.98
903;CA-2014-132353;16/09/2014;18/09/2014;"First Class";DB-13060;"Dave Brooks";Consumer;"United States";Chicago;Illinois;60653;Central;TEC-PH-10004536;Technology;Phones;"Avaya 5420 Digital phone";323.976;3;0.2;20.2485
907;CA-2014-143259;31/12/2014;04/01/2015;"Standard Class";PO-18865;"Patrick O'Donnell";Consumer;"United States";"New York City";"New York";10009;East;FUR-BO-10003441;Furniture;Bookcases;"Bush Westfield Collection Bookcases, Fully Assembled";323.136;4;0.2;12.1176
910;CA-2014-137596;03/09/2014;08/09/2014;"Standard Class";BE-11335;"Bill Eplett";"Home Office";"United States";Jackson;Michigan;49201;Central;TEC-PH-10001494;Technology;Phones;"Polycom CX600 IP Phone VoIP phone";1199.8;4;0;323.946
911;CA-2014-137596;03/09/2014;08/09/2014;"Standard Class";BE-11335;"Bill Eplett";"Home Office";"United States";Jackson;Michigan;49201;Central;TEC-AC-10004666;Technology;Accessories;"Maxell iVDR EX 500GB Cartridge";1928.78;7;0;829.3754
912;CA-2014-137596;03/09/2014;08/09/2014;"Standard Class";BE-11335;"Bill Eplett";"Home Office";"United States";Jackson;Michigan;49201;Central;OFF-ST-10003816;"Office Supplies";Storage;"Fellowes High-Stak Drawer Files";352.38;2;0.3;81.0474
917;US-2011-141215;15/06/2011;21/06/2011;"Standard Class";KL-16555;"Kelly Lampkin";Corporate;"United States";"San Antonio";Texas;78207;Central;FUR-CH-10003379;Furniture;Chairs;"Global Commerce Series High-Back Swivel/Tilt Chairs";797.944;4;0.3;-56.996
924;CA-2012-111164;11/04/2012;15/04/2012;"Standard Class";SE-20110;"Sanjit Engle";Consumer;"United States";"New York City";"New York";10009;East;OFF-AP-10004487;"Office Supplies";Appliances;"Kensington 4 Outlet MasterPiece Compact Power Control Center";406.6;5;0.3;113.848
925;CA-2013-149797;16/09/2013;21/09/2013;"Standard Class";AH-10075;"Adam Hart";Corporate;"United States";"New York City";"New York";10011;East;OFF-BI-10003650;"Office Supplies";Binders;"GBC DocuBind 300 Electric Binding Machine";841.568;3;0.3;294.5488
927;CA-2011-132962;13/09/2011;16/09/2011;"First Class";JM-15535;"Jessica Myrick";Consumer;"United States";Philadelphia;Pennsylvania;19143;East;TEC-AC-10004353;Technology;Accessories;"Hypercom P1300 Pinpad";252;5;0.2;53.55
937;CA-2013-140081;21/06/2013;25/06/2013;"Standard Class";CG-12040;"Catherine Glotzbach";"Home Office";"United States";Philadelphia;Pennsylvania;19120;East;OFF-AP-10001058;"Office Supplies";Appliances;"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators";447.696;2;0.3;33.5772
943;CA-2013-142958;14/12/2013;21/12/2013;"Standard Class";RW-19630;"Rob Williams";Corporate;"United States";Torrance;California;90503;West;FUR-TA-10000577;Furniture;Tables;"Bretford CR4500 Series Slim Rectangular Table";1114.272;4;0.2;41.7852
945;CA-2012-120880;29/05/2012;03/06/2012;"Standard Class";JL-15850;"John Lucas";Consumer;"United States";Seattle;Washington;98105;West;OFF-ST-10001496;"Office Supplies";Storage;"Standard Rollaway File with Lock";540.57;3;0.3;140.5482
947;US-2012-140200;26/07/2012;28/07/2012;"First Class";CA-12775;"Cynthia Arntzen";Consumer;"United States";Mesa;Arizona;85204;West;FUR-TA-10002356;Furniture;Tables;"Bevis Boat-Shaped Conference Table";393.165;3;0.5;-204.4458
948;US-2014-110576;29/11/2014;03/12/2014;"Standard Class";RB-19795;"Ross Baird";"Home Office";"United States";Philadelphia;Pennsylvania;19120;East;FUR-FU-10003601;Furniture;Furnishings;"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting";516.488;7;0.2;-12.9122
949;US-2014-110576;29/11/2014;03/12/2014;"Standard Class";RB-19795;"Ross Baird";"Home Office";"United States";Philadelphia;Pennsylvania;19120;East;FUR-FU-10000576;Furniture;Furnishings;"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base";1007.232;6;0.2;75.5424
950;US-2014-110576;29/11/2014;03/12/2014;"Standard Class";RB-19795;"Ross Baird";"Home Office";"United States";Philadelphia;Pennsylvania;19120;East;FUR-TA-10004154;Furniture;Tables;"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer";2065.32;12;0.4;-619.596
961;CA-2014-152142;15/11/2014;20/11/2014;"Standard Class";LW-16990;"Lindsay Williams";Corporate;"United States";"San Francisco";California;94110;West;FUR-CH-10002965;Furniture;Chairs;"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black";321.568;2;0.2;28.1372
970;CA-2014-135279;10/04/2014;12/04/2014;"First Class";BS-11800;"Bryan Spruell";"Home Office";"United States";"New York City";"New York";10011;East;OFF-ST-10001097;"Office Supplies";Storage;"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers";501.81;3;0.3;0
978;CA-2014-159366;08/01/2014;11/01/2014;"First Class";BW-11110;"Bart Watters";Corporate;"United States";Detroit;Michigan;48205;Central;TEC-MA-10000822;Technology;Machines;"Lexmark MX611dhe Monochrome Laser Printer";3059.982;3;0.1;679.996
981;CA-2013-144939;04/10/2013;09/10/2013;"Standard Class";EB-13870;"Emily Burns";Consumer;"United States";"New York City";"New York";10035;East;FUR-CH-10003199;Furniture;Chairs;"Office Star - Contemporary Task Swivel Chair";599.292;6;0.1;93.2232
983;CA-2011-163419;11/11/2011;14/11/2011;"Second Class";TZ-21580;"Tracy Zic";Consumer;"United States";Louisville;Colorado;80027;West;TEC-PH-10000560;Technology;Phones;"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)";559.984;3;0.2;55.9984
984;CA-2011-163419;11/11/2011;14/11/2011;"Second Class";TZ-21580;"Tracy Zic";Consumer;"United States";Louisville;Colorado;80027;West;FUR-CH-10000665;Furniture;Chairs;"Global Airflow Leather Mesh Back Chair, Black";603.92;5;0.2;75.49
987;CA-2014-100314;30/09/2014;06/10/2014;"Standard Class";AS-10630;"Ann Steele";"Home Office";"United States";Pasadena;Texas;77506;Central;TEC-MA-10003066;Technology;Machines;"Wasp CCD Handheld Bar Code Reader";336.51;3;0.4;44.868
989;CA-2014-167899;22/05/2014;27/05/2014;"Standard Class";JG-15805;"John Grady";Corporate;"United States";Auburn;"New York";13021;East;FUR-FU-10004071;Furniture;Furnishings;"Luxo Professional Magnifying Clamp-On Fluorescent Lamps";520.05;5;0;72.807
991;CA-2012-153549;29/03/2012;31/03/2012;"Second Class";SL-20155;"Sara Luxemburg";"Home Office";"United States";Jacksonville;Florida;32216;South;FUR-CH-10004086;Furniture;Chairs;"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs";1166.92;5;0.2;131.2785
995;CA-2011-117639;21/05/2011;25/05/2011;"Standard Class";MW-18235;"Mitch Willingham";Corporate;"United States";"Virginia Beach";Virginia;23464;South;OFF-BI-10003925;"Office Supplies";Binders;"Fellowes PB300 Plastic Comb Binding Machine";2715.93;7;0.3;1276.4871
996;CA-2011-117639;21/05/2011;25/05/2011;"Standard Class";MW-18235;"Mitch Willingham";Corporate;"United States";"Virginia Beach";Virginia;23464;South;TEC-PH-10001530;Technology;Phones;"Plantronics Voyager Pro Legend";617.97;3;0;173.0316
1002;CA-2012-124891;31/07/2012;31/07/2012;"Same Day";RH-19495;"Rick Hansen";Consumer;"United States";"New York City";"New York";10024;East;TEC-AC-10003033;Technology;Accessories;"Plantronics CS510 - Over-the-Head monaural Wireless Headset System";2309.65;7;0;762.1845
1003;CA-2012-124891;31/07/2012;31/07/2012;"Same Day";RH-19495;"Rick Hansen";Consumer;"United States";"New York City";"New York";10024;East;FUR-TA-10002903;Furniture;Tables;"Bevis Round Bullnose 29" High Table Top"";1090.782;7;0.4;-290.8752
1005;CA-2012-126445;27/08/2012;31/08/2012;"Standard Class";RA-19945;"Ryan Akin";Consumer;"United States";Murrieta;California;92563;West;OFF-ST-10000046;"Office Supplies";Storage;"Fellowes Super Stor/Drawer Files";484.65;3;0.3;92.0835
1014;US-2012-126214;21/12/2012;24/12/2012;"Second Class";JS-15880;"John Stevenson";Consumer;"United States";Seattle;Washington;98103;West;FUR-TA-10003748;Furniture;Tables;"Bevis 36 x 72 Conference Tables";1618.37;13;0;356.0414
1020;CA-2012-108665;06/07/2012;10/07/2012;"Standard Class";KM-16225;"Kalyca Meade";Corporate;"United States";"New York City";"New York";10011;East;OFF-ST-10001526;"Office Supplies";Storage;"Iceberg Mobile Mega Data/Printer Cart ";601.65;5;0.3;156.429
1022;CA-2012-124450;27/04/2012;03/05/2012;"Standard Class";GT-14710;"Greg Tran";Consumer;"United States";Washington;"District of Columbia";20016;East;FUR-CH-10000309;Furniture;Chairs;"Global Comet Stacking Arm Chair";1267.53;3;0;316.8825
1023;CA-2012-124450;27/04/2012;03/05/2012;"Standard Class";GT-14710;"Greg Tran";Consumer;"United States";Washington;"District of Columbia";20016;East;TEC-MA-10004212;Technology;Machines;"Cisco SPA525G2 5-Line IP Phone";1379.92;8;0;648.5624
1031;CA-2011-163552;11/07/2011;15/07/2011;"Standard Class";LA-16780;"Laura Armstrong";Corporate;"United States";Hackensack;"New Jersey";7601;East;FUR-CH-10003379;Furniture;Chairs;"Global Commerce Series High-Back Swivel/Tilt Chairs";854.94;3;0;213.735
1041;CA-2013-127670;21/03/2013;25/03/2013;"Standard Class";RD-19660;"Robert Dilbeck";"Home Office";"United States";"Saint Peters";Missouri;63376;Central;FUR-TA-10001095;Furniture;Tables;"Chromcraft Round Conference Tables";697.16;4;0;146.4036
1043;CA-2013-102981;07/09/2013;10/09/2013;"Second Class";MO-17500;"Mary O'Rourke";Consumer;"United States";"New York City";"New York";10035;East;FUR-BO-10001811;Furniture;Bookcases;"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors";722.352;3;0.2;90.294
1046;CA-2014-152702;13/10/2014;17/10/2014;"Standard Class";SN-20710;"Steve Nguyen";"Home Office";"United States";Rockford;Illinois;61107;Central;FUR-CH-10002304;Furniture;Chairs;"Global Stack Chair without Arms, Black";254.604;14;0.3;-18.186
1047;CA-2013-169103;09/03/2013;14/03/2013;"Standard Class";ZC-21910;"Zuschuss Carroll";Consumer;"United States";Miami;Florida;33142;South;TEC-PH-10001530;Technology;Phones;"Cisco Unified IP Phone 7945G VoIP phone";1363.96;5;0.2;85.2475
1049;CA-2011-139192;27/05/2011;01/06/2011;"Second Class";LC-16885;"Lena Creighton";Consumer;"United States";"San Francisco";California;94109;West;TEC-PH-10000486;Technology;Phones;"Plantronics HL10 Handset Lifter";1113.504;12;0.2;125.2692
1053;US-2012-153500;03/07/2012;05/07/2012;"First Class";DG-13300;"Deirdre Greer";Corporate;"United States";Philadelphia;Pennsylvania;19134;East;FUR-FU-10004460;Furniture;Furnishings;"Howard Miller 12" Round Wall Clock"";282.888;9;0.2;56.5776
1082;CA-2012-110016;29/11/2012;04/12/2012;"Standard Class";BT-11395;"Bill Tyler";Corporate;"United States";Detroit;Michigan;48227;Central;FUR-CH-10002880;Furniture;Chairs;"Global High-Back Leather Tilter, Burgundy";1106.91;9;0;121.7601
1083;US-2013-143819;02/03/2013;06/03/2013;"Standard Class";KD-16270;"Karen Daniels";Consumer;"United States";Yonkers;"New York";10701;East;FUR-TA-10001095;Furniture;Tables;"Chromcraft Round Conference Tables";836.592;8;0.4;-264.9208
1085;US-2013-143819;02/03/2013;06/03/2013;"Standard Class";KD-16270;"Karen Daniels";Consumer;"United States";Yonkers;"New York";10701;East;OFF-ST-10003208;"Office Supplies";Storage;"Adjustable Depth Letter/Legal Cart";362.92;2;0.3;105.2468
1086;US-2013-143819;02/03/2013;06/03/2013;"Standard Class";KD-16270;"Karen Daniels";Consumer;"United States";Yonkers;"New York";10701;East;TEC-MA-10003979;Technology;Machines;"Ativa V4110MDD Micro-Cut Shredder";4899.93;7;0;2400.9657
1095;CA-2012-165085;27/12/2012;31/12/2012;"Standard Class";BT-11485;"Brad Thomas";"Home Office";"United States";Clinton;Maryland;20735;East;OFF-AP-10002518;"Office Supplies";Appliances;"Kensington 7 Outlet MasterPiece Power Center";355.96;2;0.3;103.2284
1096;CA-2014-160423;22/01/2014;27/01/2014;"Standard Class";PS-19045;"Penelope Sewall";"Home Office";"United States";Charlotte;"North Carolina";28205;South;OFF-ST-10004340;"Office Supplies";Storage;"Fellowes Mobile File Cart, Black";348.208;7;0.3;30.4682
1098;CA-2011-159338;25/06/2011;28/06/2011;"First Class";NS-18640;"Noel Staavos";Corporate;"United States";"Los Angeles";California;90049;West;FUR-TA-10004147;Furniture;Tables;"Hon 4060 Series Tables";447.84;5;0.2;11.196
1118;CA-2012-142755;04/09/2012;08/09/2012;"Standard Class";CS-12355;"Christine Sundaresam";Consumer;"United States";Roswell;Georgia;30076;South;OFF-PA-10001970;"Office Supplies";Paper;"Xerox 1908";279.9;5;0.3;137.151
1119;CA-2012-142755;04/09/2012;08/09/2012;"Standard Class";CS-12355;"Christine Sundaresam";Consumer;"United States";Roswell;Georgia;30076;South;TEC-AC-10002049;Technology;Accessories;"Logitech G19 Programmable Gaming Keyboard";619.95;5;0;111.591
1122;US-2011-147627;21/01/2011;27/01/2011;"Standard Class";HL-15040;"Hunter Lopez";Consumer;"United States";Jonesboro;Arkansas;72401;South;TEC-PH-10001061;Technology;Phones;"Apple iPhone 5C";699.93;7;0;181.9818
1127;US-2011-147627;21/01/2011;27/01/2011;"Standard Class";HL-15040;"Hunter Lopez";Consumer;"United States";Jonesboro;Arkansas;72401;South;FUR-CH-10002331;Furniture;Chairs;"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms";1067.94;3;0;224.2674
1130;CA-2013-112102;13/04/2013;17/04/2013;"Standard Class";BD-11605;"Brian Dahlen";Consumer;"United States";Springfield;Virginia;22153;South;FUR-TA-10004086;Furniture;Tables;"KI Adjustable-Height Table";343.92;4;0;75.6624
1137;CA-2013-152170;13/11/2013;16/11/2013;"Second Class";FH-14275;"Frank Hawley";Corporate;"United States";"La Porte";Indiana;46350;Central;OFF-EN-10002831;"Office Supplies";Envelopes;"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray";287.52;8;0.3;129.384
1145;CA-2011-146969;29/09/2011;03/10/2011;"Standard Class";AP-10915;"Arthur Prichep";Consumer;"United States";"Los Angeles";California;90045;West;TEC-MA-10004241;Technology;Machines;"Star Micronics TSP800 TSP847IIU Receipt Printer";686.32;3;0.2;223.054
1147;CA-2012-112452;04/04/2012;04/04/2012;"Same Day";NC-18340;"Nat Carroll";Consumer;"United States";Lansing;Michigan;48911;Central;OFF-AP-10003849;"Office Supplies";Appliances;"Hoover Shoulder Vac Commercial Portable Vacuum";644.076;3;0.3;107.346
1151;CA-2012-112452;04/04/2012;04/04/2012;"Same Day";NC-18340;"Nat Carroll";Consumer;"United States";Lansing;Michigan;48911;Central;TEC-CO-10004202;Technology;Copiers;"Brother DCP1000 Digital 3 in 1 Multifunction Machine";599.98;3;0;209.993
1156;CA-2011-136567;20/12/2011;21/12/2011;"First Class";PS-19045;"Penelope Sewall";"Home Office";"United States";Harrisonburg;Virginia;22801;South;FUR-TA-10001932;Furniture;Tables;"Chromcraft 48" x 96"" Racetrack Double Pedestal Table"";2244.48;7;0;493.7856
1158;CA-2011-136567;20/12/2011;21/12/2011;"First Class";PS-19045;"Penelope Sewall";"Home Office";"United States";Harrisonburg;Virginia;22801;South;FUR-TA-10000617;Furniture;Tables;"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal";455.1;2;0;100.122
1160;CA-2014-147039;30/06/2014;05/07/2014;"Standard Class";AA-10315;"Alex Avila";Consumer;"United States";Minneapolis;Minnesota;55407;Central;OFF-AP-10000576;"Office Supplies";Appliances;"Belkin 325VA UPS Surge Protector, 6'";362.94;3;0.3;90.735
1167;CA-2012-125416;02/11/2012;02/11/2012;"Same Day";KC-16540;"Kelly Collister";Consumer;"United States";Seattle;Washington;98115;West;TEC-AC-10001552;Technology;Accessories;"Logitech K350 2.4Ghz Wireless Keyboard";447.93;9;0;49.2723
1169;CA-2014-145226;09/12/2014;11/12/2014;"Second Class";DL-13315;"Delfina Latchford";Consumer;"United States";"New York City";"New York";10035;East;OFF-ST-10004123;"Office Supplies";Storage;"Safco Industrial Wire Shelving System";272.94;3;0.3;0
1180;CA-2013-168081;25/04/2013;28/04/2013;"Second Class";CA-12055;"Cathy Armstrong";"Home Office";"United States";Houston;Texas;77070;Central;TEC-AC-10003174;Technology;Accessories;"Plantronics S12 Corded Telephone Headset System";258.696;3;0.2;64.674
1181;CA-2011-128146;21/06/2011;25/06/2011;"Standard Class";DB-13060;"Dave Brooks";Consumer;"United States";Lakewood;"New Jersey";8701;East;TEC-PH-10004539;Technology;Phones;"Wireless Extenders zBoost YX545 SOHO Signal Booster";1322.93;7;0;357.1911
1186;CA-2011-127131;24/11/2011;30/11/2011;"Standard Class";HR-14830;"Harold Ryan";Corporate;"United States";Seattle;Washington;98103;West;OFF-ST-10002344;"Office Supplies";Storage;"Carina 42"Hx23 3/4""W Media Storage Unit"";485.88;6;0.3;9.7176
1190;CA-2014-117212;27/02/2014;01/03/2014;"Second Class";BT-11530;"Bradley Talbott";"Home Office";"United States";"Los Angeles";California;90036;West;TEC-PH-10004447;Technology;Phones;"Toshiba IPT2010-SD IP Telephone";889.536;8;0.2;66.7152
1191;CA-2014-117212;27/02/2014;01/03/2014;"Second Class";BT-11530;"Bradley Talbott";"Home Office";"United States";"Los Angeles";California;90036;West;FUR-CH-10003973;Furniture;Chairs;"GuestStacker Chair with Chrome Finish Legs";892.224;3;0.2;89.2224
1198;CA-2013-130946;09/04/2013;13/04/2013;"Standard Class";ZC-21910;"Zuschuss Carroll";Consumer;"United States";Houston;Texas;77041;Central;TEC-AC-10001990;Technology;Accessories;"Kensington Orbit Wireless Mobile Trackball for PC and Mac";431.928;9;0.2;64.7892
1200;CA-2013-130946;09/04/2013;13/04/2013;"Standard Class";ZC-21910;"Zuschuss Carroll";Consumer;"United States";Houston;Texas;77041;Central;OFF-BI-10004995;"Office Supplies";Binders;"GBC DocuBind P400 Electric Binding System";1088.792;4;0.3;-1850.9464
1201;CA-2013-114727;19/07/2013;25/07/2013;"Standard Class";LS-16945;"Linda Southworth";Corporate;"United States";Denver;Colorado;80219;West;FUR-CH-10002335;Furniture;Chairs;"Hon GuestStacker Chair";544.008;3;0.2;40.8006
1203;CA-2013-114727;19/07/2013;25/07/2013;"Standard Class";LS-16945;"Linda Southworth";Corporate;"United States";Denver;Colorado;80219;West;FUR-CH-10002331;Furniture;Chairs;"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms";854.352;3;0.2;10.6794
1204;CA-2013-114727;19/07/2013;25/07/2013;"Standard Class";LS-16945;"Linda Southworth";Corporate;"United States";Denver;Colorado;80219;West;OFF-ST-10002292;"Office Supplies";Storage;"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish";593.568;3;0.3;0
1205;CA-2013-114727;19/07/2013;25/07/2013;"Standard Class";LS-16945;"Linda Southworth";Corporate;"United States";Denver;Colorado;80219;West;OFF-ST-10000689;"Office Supplies";Storage;"Fellowes Strictly Business Drawer File, Letter/Legal Size";338.04;3;0.3;-33.804
1206;CA-2014-133235;02/08/2014;05/08/2014;"First Class";LH-16750;"Larry Hughes";Consumer;"United States";Charlotte;"North Carolina";28205;South;TEC-PH-10002660;Technology;Phones;"Nortel Networks T7316 E Nt8 B27";271.96;5;0.2;16.9975
1212;CA-2013-137050;15/07/2013;19/07/2013;"Second Class";SW-20755;"Steven Ward";Corporate;"United States";"New York City";"New York";10009;East;FUR-BO-10004695;Furniture;Bookcases;"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine";579.136;4;0.2;21.7176
1219;US-2014-118087;10/09/2014;14/09/2014;"Standard Class";SP-20620;"Stefania Perrino";Corporate;"United States";Philadelphia;Pennsylvania;19134;East;TEC-AC-10003174;Technology;Accessories;"Plantronics S12 Corded Telephone Headset System";258.696;3;0.2;64.674
1220;US-2014-118087;10/09/2014;14/09/2014;"Standard Class";SP-20620;"Stefania Perrino";Corporate;"United States";Philadelphia;Pennsylvania;19134;East;TEC-PH-10002200;Technology;Phones;"Samsung Galaxy Note 2";1931.958;7;0.4;-386.3916
1221;CA-2011-110184;12/07/2011;16/07/2011;"Standard Class";BF-11170;"Ben Ferrer";"Home Office";"United States";"Los Angeles";California;90036;West;OFF-ST-10000107;"Office Supplies";Storage;"Fellowes Super Stor/Drawer";249.75;9;0.3;44.955
1222;CA-2011-110184;12/07/2011;16/07/2011;"Standard Class";BF-11170;"Ben Ferrer";"Home Office";"United States";"Los Angeles";California;90036;West;TEC-PH-10000439;Technology;Phones;"GE DSL Phone Line Filter";255.936;8;0.2;28.7928
1234;CA-2013-153682;31/05/2013;02/06/2013;"First Class";BG-11695;"Brooke Gillingham";Corporate;"United States";Cincinnati;Ohio;45231;East;TEC-CO-10001046;Technology;Copiers;"Canon Imageclass D680 Copier / Fax";839.988;3;0.4;69.999
1243;US-2013-162859;15/02/2013;22/02/2013;"Standard Class";PG-18820;"Patrick Gardner";Consumer;"United States";"New York City";"New York";10009;East;OFF-BI-10004519;"Office Supplies";Binders;"GBC DocuBind P100 Manual Binding Machine";398.352;3;0.3;124.485
1246;CA-2011-168494;12/12/2011;14/12/2011;"Second Class";NP-18700;"Nora Preis";Consumer;"United States";Fresno;California;93727;West;FUR-TA-10004619;Furniture;Tables;"Hon Non-Folding Utility Tables";764.688;6;0.2;95.586
1247;CA-2011-168494;12/12/2011;14/12/2011;"Second Class";NP-18700;"Nora Preis";Consumer;"United States";Fresno;California;93727;West;FUR-TA-10003473;Furniture;Tables;"Bretford Rectangular Conference Table Tops";3610.848;12;0.2;135.4068
1248;CA-2011-168494;12/12/2011;14/12/2011;"Second Class";NP-18700;"Nora Preis";Consumer;"United States";Fresno;California;93727;West;FUR-BO-10004467;Furniture;Bookcases;"Bestar Classic Bookcase";254.9745;3;0.15;11.9988
1250;CA-2014-115602;19/12/2014;25/12/2014;"Standard Class";DJ-13630;"Doug Jacobs";Consumer;"United States";"New York City";"New York";10009;East;FUR-CH-10001708;Furniture;Chairs;"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back";1141.938;9;0.1;139.5702
1251;CA-2014-115602;19/12/2014;25/12/2014;"Standard Class";DJ-13630;"Doug Jacobs";Consumer;"United States";"New York City";"New York";10009;East;OFF-AP-10000891;"Office Supplies";Appliances;"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center";1704.56;13;0.3;511.368
1253;CA-2012-154956;04/07/2012;09/07/2012;"Standard Class";IM-15070;"Irene Maddox";Consumer;"United States";Milwaukee;Wisconsin;53209;Central;TEC-PH-10004165;Technology;Phones;"Mitel MiVoice 5330e IP Phone";1099.96;4;0;285.9896
1259;US-2013-168620;25/12/2013;29/12/2013;"Second Class";RB-19795;"Ross Baird";"Home Office";"United States";Charlotte;"North Carolina";28205;South;OFF-ST-10003716;"Office Supplies";Storage;"Tennsco Double-Tier Lockers";540.048;3;0.3;-47.2542
1260;US-2013-168620;25/12/2013;29/12/2013;"Second Class";RB-19795;"Ross Baird";"Home Office";"United States";Charlotte;"North Carolina";28205;South;TEC-AC-10004469;Technology;Accessories;"Microsoft Sculpt Comfort Mouse";255.68;8;0.2;76.704
1261;CA-2014-117079;24/10/2014;28/10/2014;"Standard Class";JR-15700;"Jocasta Rupert";Consumer;"United States";Jacksonville;Florida;32216;South;TEC-PH-10004586;Technology;Phones;"Wilson SignalBoost 841262 DB PRO Amplifier Kit";863.88;3;0.2;107.985
1268;US-2011-167738;24/12/2011;29/12/2011;"Standard Class";JC-16105;"Julie Creighton";Corporate;"United States";"Los Angeles";California;90045;West;FUR-CH-10001146;Furniture;Chairs;"Global Value Mid-Back Manager's Chair, Gray";292.272;6;0.2;18.267
1275;CA-2013-119186;27/05/2013;27/05/2013;"Same Day";MS-17710;"Maurice Satty";Consumer;"United States";"Fort Worth";Texas;76106;Central;FUR-CH-10001973;Furniture;Chairs;"Office Star Flex Back Scooter Chair with White Frame";388.43;5;0.3;-88.784
