Order_ID;Customer_Name;Sales;Profit
CA-2014-110198;"Arthur Gainer";314.352;-15.7176
CA-2014-109085;"Christine Kargatis";455.97;-106.393
CA-2014-109085;"Christine Kargatis";899.43;-12.849
CA-2014-148411;"Rose O'Brian";520.464;-14.8704
CA-2013-168046;"Jonathan Doherty";313.722;-99.3453
CA-2012-111339;"Victoria Pisteka";317.058;-86.0586
CA-2011-154158;"Craig Carreira";424.272;-10.6068
CA-2012-130848;"Deirdre Greer";582.336;-29.1168
CA-2011-125997;"Mitch Webber";801.568;-10.0196
CA-2011-152100;"Victoria Wilson";1212.96;-69.312
CA-2012-119627;"Steven Cartwright";252.8;-31.6
CA-2014-126144;"Greg Matthias";285.576;-57.1152
CA-2011-126193;"Shahid Shariari";304.99;-533.7325
CA-2013-164770;"Muhammed Yedwab";781.864;-137.976
CA-2014-130505;"Natalie Fritzler";673.344;-76.9536
CA-2012-135251;"Rachel Payne";369.1992;-114.0174
CA-2013-129280;"Susan MacKendrick";431.976;-75.5958
CA-2012-143147;"Pamela Stobb";399.54;-79.908
CA-2014-152975;"Roger Barcio";589.41;-6.549
CA-2014-116127;"Sarah Brown";400.784;-5.0098
US-2013-105452;"Barry Franz";302.72;-378.4
CA-2013-129861;"Denise Monton";376.866;-213.5574
CA-2014-137449;"Max Engle";307.314;-39.5118
CA-2014-137449;"Max Engle";409.9992;-96.4704
CA-2012-116638;"Joseph Holt";4297.644;-1862.3124
CA-2013-114867;"Frank Merwin";1499.97;-374.9925
CA-2012-130183;"Patrick O'Brill";613.9992;-18.0588
CA-2011-114251;"Maribeth Dona";273.568;-34.196
CA-2011-114251;"Maribeth Dona";1080.096;-94.5084
US-2011-140914;"Brosina Hoffman";797.944;-56.996
CA-2011-169019;"Luke Foster";2177.584;-3701.8928
CA-2011-169019;"Luke Foster";431.136;-26.946
CA-2014-144491;"Caroline Jumper";1023.332;-30.098
CA-2014-144491;"Caroline Jumper";600.558;-8.5794
CA-2012-128608;"Cindy Schnelling";235.188;-43.1178
CA-2012-162201;"Andrew Gjertsen";516.96;-6.462
US-2014-166324;"Brad Eason";848.544;-21.2136
US-2011-117380;"Mike Pelletier";330.588;-143.2548
CA-2012-132388;"Katherine Nockton";362.136;-54.3204
CA-2013-149272;"Muhammed Yedwab";528.43;-143.431
CA-2012-104948;"Keith Herrera";683.332;-40.196
CA-2012-168088;"Corinna Mitchell";383.4656;-67.6704
